commit Id,Date,filename,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement,Effective Commit
f68d44e05825423c1feec4ea42f4d13b4efd1d55,"02/09/2012, 10:43:30",file_ 16,3,0,0,0,2,0,0,0,0,6
9d8323337490697934c138ba3a3e987dad22567e,"02/16/2013, 11:29:21",file_ 16,0,0,0,0,0,0,0,0,0,17
205e00844d1d9cf4cd4545c4cc45f1121a6b0824,"01/09/2014, 08:11:47",file_ 16,3,0,0,0,2,0,0,0,0,18
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 17,1,0,0,0,1,0,0,0,0,1
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 18,0,0,0,0,0,1,0,0,0,1
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 19,2,1,1,0,1,1,2,0,0,1
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 20,2,1,1,0,1,0,1,0,0,1
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 21,1,0,0,0,0,0,0,0,0,1
faf0bddfe4b5960113f99d3fe7d5b0b25e96dc19,"06/15/2010, 11:20:46",file_ 21,2,0,0,0,0,0,0,0,0,2
d437bcdd364ea487828021f2f38b86531aa96db2,"06/15/2010, 11:21:14",file_ 21,1,0,0,0,0,0,0,0,0,3
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 22,1,0,0,0,0,0,0,0,0,1
f0d9cdd35d83fd081c218fdec17edaf9e4f868f7,"07/07/2010, 12:42:23",file_ 22,2,0,0,0,0,0,0,0,0,2
bee33449535dd656c2c0a94946eb0086d1214e1f,"12/31/2010, 11:45:34",file_ 22,1,0,0,0,0,0,0,0,0,3
7b37221b785dd5aeda8794e8ffdcbfd8cf3aad7b,"06/14/2011, 17:04:40",file_ 22,0,0,0,0,0,0,0,0,0,5
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 23,1,0,1,0,0,0,0,0,0,1
f0d9cdd35d83fd081c218fdec17edaf9e4f868f7,"07/07/2010, 12:42:23",file_ 23,2,0,2,0,0,0,0,0,0,2
bee33449535dd656c2c0a94946eb0086d1214e1f,"12/31/2010, 11:45:34",file_ 23,1,0,1,0,0,0,0,0,0,3
8315bc2b1b5d361bd55e40cd25b2846016ecb1b5,"06/14/2011, 17:04:40",file_ 23,0,0,0,0,0,0,0,0,0,5
d19a7378115e5de11b694ac40531ab662d074055,"06/12/2010, 14:25:54",file_ 24,1,0,1,0,1,0,0,0,0,1
f0d9cdd35d83fd081c218fdec17edaf9e4f868f7,"07/07/2010, 12:42:23",file_ 24,2,0,2,0,2,0,0,0,0,2
82cb28c02699a2f0a6524f4d2d124e8be2bcecfd,"10/16/2010, 07:45:59",file_ 24,1,0,1,0,1,0,0,0,0,3
